8796219899905;8796264431617;8796515598955;bundleTemplates,targetBundleRules;;false
8796219998209;8796264529921;8796516418155;bundleTemplates;;false
8796222259201;8796266790913;8796534309483;bundleTemplates;;false
8796222390273;8796266921985;8796535489131;bundleTemplates;;false
8796222423041;8796266954753;8796535784043;bundleTemplates;;false
8796223275009;8796267806721;8796542993003;bundleTemplates,conditionalBundleRules,targetBundleRules;;false
8796223373313;8796267905025;8796543910507;bundleTemplates;;false
8796223438849;8796267970561;8796544500331;bundleTemplates;;false
8796223504385;8796268036097;8796545090155;bundleTemplates,conditionalBundleRules,targetBundleRules;;false
8796224389121;8796268920833;8796549284459;bundleTemplates,conditionalBundleRules,targetBundleRules;;false
8796224421889;8796268953601;8796549579371;bundleTemplates,conditionalBundleRules,targetBundleRules;;false
8796224454657;8796268986369;8796549874283;bundleTemplates;;false
8796224487425;8796269019137;8796550169195;bundleTemplates;;false
8796224520193;8796269051905;8796550464107;bundleTemplates;;false
8796224552961;8796269084673;8796550759019;bundleTemplates;;false
8796224749569;8796269281281;8796552495723;bundleTemplates;;false
8796224880641;8796269412353;8796553577067;bundleTemplates;;false
8796224913409;8796269445121;8796553871979;bundleTemplates;;false
8796225273857;8796269805569;8796556853867;bundleTemplates;;false
8796225372161;8796269903873;8796557705835;bundleTemplates;;false
8796225568769;8796270100481;8796559311467;bundleTemplates;;false
8796225601537;8796270133249;8796559606379;bundleTemplates,targetBundleRules;;false
8796226158593;8796270690305;8796564324971;bundleTemplates;;false
8796226224129;8796270755841;8796564882027;bundleTemplates;;false
8796227928065;8796272459777;8796579824235;bundleTemplates;;false
8796227960833;8796272492545;8796580119147;bundleTemplates;;false
8796229042177;8796273573889;8796589490795;bundleTemplates;;false
8796229107713;8796273639425;8796590080619;bundleTemplates;;false
8796229206017;8796273737729;8796590899819;bundleTemplates;;false
8796229238785;8796273770497;8796591194731;bundleTemplates;;false
8796229894145;8796274425857;8796596765291;bundleTemplates;;false
8796229926913;8796274458625;8796597060203;bundleTemplates;;false
8796229959681;8796274491393;8796597355115;bundleTemplates;;false
8796231892993;8796276424705;8796613902955;bundleTemplates;;false
8796233564161;8796278095873;8796628779627;bundleTemplates;;false
8796233596929;8796278128641;8796629074539;bundleTemplates;;false
8796233826305;8796278358017;8796630975083;bundleTemplates;;false
8796234448897;8796306931713;8796701622891;bundleTemplates,conditionalBundleRules;;false
8796093061285;8796093651109;8796758114923;childTemplates,status;;false
8796093094053;8796093683877;8796758213227;status;;false
8796093126821;8796093716645;8796758311531;status;;false
8796093159589;8796093749413;8796758344299;childTemplates,status;;false
8796093192357;8796093782181;8796758377067;childTemplates,status;;false
8796093225125;8796093814949;8796758409835;childTemplates,status;;false
8796093257893;8796093847717;8796758540907;status;;false
8796093290661;8796093880485;8796758573675;childTemplates,status;;false
8796093323429;8796093913253;8796758639211;status;;false
8796093356197;8796093946021;8796758704747;status;;false
8796093388965;8796093978789;8796758770283;status;;false
8796093421733;8796094011557;8796758835819;status;;false
8796093454501;8796094044325;8796758868587;childTemplates,status;;false
8796093487269;8796094077093;8796758934123;status;;false
8796093520037;8796094109861;8796758999659;status;;false
8796093552805;8796094142629;8796759032427;childTemplates,status;;false
8796093585573;8796094175397;8796759097963;dependentBundleTemplates,status;;false
8796093618341;8796094208165;8796759163499;status;;false
